Company Name,Exchange,Symbol,Company_Name,Industry Group,Primary Sector,SIC Code,Country,Broad Group,Sub Group
JPMorgan Chase & Co. (NYSE:JPM),NYSE:JPM,JPM,JPMorgan Chase & Co.,Bank (Money Center),Financials,6020,United States,United States,United States
Bank of America Corporation (NYSE:BAC),NYSE:BAC,BAC,Bank of America Corporation,Bank (Money Center),Financials,6020,United States,United States,United States
Wells Fargo & Company (NYSE:WFC),NYSE:WFC,WFC,Wells Fargo & Company,Bank (Money Center),Financials,6020,United States,United States,United States
Citigroup Inc. (NYSE:C),NYSE:C,C,Citigroup Inc.,Bank (Money Center),Financials,0,United States,United States,United States
"The PNC Financial Services Group, Inc. (NYSE:PNC)",NYSE:PNC,PNC,"The PNC Financial Services Group, Inc.",Bank (Money Center),Financials,6020,United States,United States,United States
U.S. Bancorp (NYSE:USB),NYSE:USB,USB,U.S. Bancorp,Bank (Money Center),Financials,6020,United States,United States,United States
"First Citizens BancShares, Inc. (NasdaqGS:FCNC.A)",NasdaqGS:FCNC.A,FCNC.A,"First Citizens BancShares, Inc.",Bank (Money Center),Financials,6020,United States,United States,United States
Fifth Third Bancorp (NasdaqGS:FITB),NasdaqGS:FITB,FITB,Fifth Third Bancorp,Bank (Money Center),Financials,6020,United States,United States,United States
KeyCorp (NYSE:KEY),NYSE:KEY,KEY,KeyCorp,Bank (Money Center),Financials,6020,United States,United States,United States
Comerica Incorporated (NYSE:CMA),NYSE:CMA,CMA,Comerica Incorporated,Bank (Money Center),Financials,6020,United States,United States,United States
Truist Financial Corporation (NYSE:TFC),NYSE:TFC,TFC,Truist Financial Corporation,Banks (Regional),Financials,6020,United States,United States,United States
M&T Bank Corporation (NYSE:MTB),NYSE:MTB,MTB,M&T Bank Corporation,Banks (Regional),Financials,6020,United States,United States,United States
Huntington Bancshares Incorporated (NasdaqGS:HBAN),NasdaqGS:HBAN,HBAN,Huntington Bancshares Incorporated,Banks (Regional),Financials,6020,United States,United States,United States
Regions Financial Corporation (NYSE:RF),NYSE:RF,RF,Regions Financial Corporation,Banks (Regional),Financials,6020,United States,United States,United States
"Citizens Financial Group, Inc. (NYSE:CFG)",NYSE:CFG,CFG,"Citizens Financial Group, Inc.",Banks (Regional),Financials,6020,United States,United States,United States
"East West Bancorp, Inc. (NasdaqGS:EWBC)",NasdaqGS:EWBC,EWBC,"East West Bancorp, Inc.",Banks (Regional),Financials,6020,United States,United States,United States
First Horizon Corporation (NYSE:FHN),NYSE:FHN,FHN,First Horizon Corporation,Banks (Regional),Financials,6020,United States,United States,United States
Webster Financial Corporation (NYSE:WBS),NYSE:WBS,WBS,Webster Financial Corporation,Banks (Regional),Financials,6020,United States,United States,United States
Western Alliance Bancorporation (NYSE:WAL),NYSE:WAL,WAL,Western Alliance Bancorporation,Banks (Regional),Financials,6020,United States,United States,United States
"Pinnacle Financial Partners, Inc. (NasdaqGS:PNFP)",NasdaqGS:PNFP,PNFP,"Pinnacle Financial Partners, Inc.",Banks (Regional),Financials,6020,United States,United States,United States
"Cullen/Frost Bankers, Inc. (NYSE:CFR)",NYSE:CFR,CFR,"Cullen/Frost Bankers, Inc.",Banks (Regional),Financials,6020,United States,United States,United States
"Commerce Bancshares, Inc. (NasdaqGS:CBSH)",NasdaqGS:CBSH,CBSH,"Commerce Bancshares, Inc.",Banks (Regional),Financials,6020,United States,United States,United States
Wintrust Financial Corporation (NasdaqGS:WTFC),NasdaqGS:WTFC,WTFC,Wintrust Financial Corporation,Banks (Regional),Financials,6020,United States,United States,United States
"Zions Bancorporation, National Association (NasdaqGS:ZION)",NasdaqGS:ZION,ZION,"Zions Bancorporation, National Association",Banks (Regional),Financials,6020,United States,United States,United States
SouthState Corporation (NYSE:SSB),NYSE:SSB,SSB,SouthState Corporation,Banks (Regional),Financials,6020,United States,United States,United States
Old National Bancorp (NasdaqGS:ONB),NasdaqGS:ONB,ONB,Old National Bancorp,Banks (Regional),Financials,6020,United States,United States,United States
Synovus Financial Corp. (NYSE:SNV),NYSE:SNV,SNV,Synovus Financial Corp.,Banks (Regional),Financials,6020,United States,United States,United States
"Prosperity Bancshares, Inc. (NYSE:PB)",NYSE:PB,PB,"Prosperity Bancshares, Inc.",Banks (Regional),Financials,6020,United States,United States,United States
BOK Financial Corporation (NasdaqGS:BOKF),NasdaqGS:BOKF,BOKF,BOK Financial Corporation,Banks (Regional),Financials,6020,United States,United States,United States
"Popular, Inc. (NasdaqGS:BPOP)",NasdaqGS:BPOP,BPOP,"Popular, Inc.",Banks (Regional),Financials,6020,United States,United States,United States
Cadence Bank (NYSE:CADE),NYSE:CADE,CADE,Cadence Bank,Banks (Regional),Financials,6020,United States,United States,United States
"Glacier Bancorp, Inc. (NYSE:GBCI)",NYSE:GBCI,GBCI,"Glacier Bancorp, Inc.",Banks (Regional),Financials,6020,United States,United States,United States
"Columbia Banking System, Inc. (NasdaqGS:COLB)",NasdaqGS:COLB,COLB,"Columbia Banking System, Inc.",Banks (Regional),Financials,6020,United States,United States,United States
"Home Bancshares, Inc. (Conway, AR) (NYSE:HOMB)",NYSE:HOMB,HOMB,"Home Bancshares, Inc.",Banks (Regional),Financials,6020,United States,United States,United States
UMB Financial Corporation (NasdaqGS:UMBF),NasdaqGS:UMBF,UMBF,UMB Financial Corporation,Banks (Regional),Financials,6020,United States,United States,United States
F.N.B. Corporation (NYSE:FNB),NYSE:FNB,FNB,F.N.B. Corporation,Banks (Regional),Financials,6020,United States,United States,United States
"First Financial Bankshares, Inc. (NasdaqGS:FFIN)",NasdaqGS:FFIN,FFIN,"First Financial Bankshares, Inc.",Banks (Regional),Financials,6020,United States,United States,United States
"United Bankshares, Inc. (NasdaqGS:UBSI)",NasdaqGS:UBSI,UBSI,"United Bankshares, Inc.",Banks (Regional),Financials,6020,United States,United States,United States
Valley National Bancorp (NasdaqGS:VLY),NasdaqGS:VLY,VLY,Valley National Bancorp,Banks (Regional),Financials,6020,United States,United States,United States
Bank OZK (NasdaqGS:OZK),NasdaqGS:OZK,OZK,Bank OZK,Banks (Regional),Financials,6020,United States,United States,United States
Hancock Whitney Corporation (NasdaqGS:HWC),NasdaqGS:HWC,HWC,Hancock Whitney Corporation,Banks (Regional),Financials,6020,United States,United States,United States
"ServisFirst Bancshares, Inc. (NYSE:SFBS)",NYSE:SFBS,SFBS,"ServisFirst Bancshares, Inc.",Banks (Regional),Financials,6020,United States,United States,United States
Ameris Bancorp (NYSE:ABCB),NYSE:ABCB,ABCB,Ameris Bancorp,Banks (Regional),Financials,6020,United States,United States,United States
"Axos Financial, Inc. (NYSE:AX)",NYSE:AX,AX,"Axos Financial, Inc.",Banks (Regional),Financials,6035,United States,United States,United States
International Bancshares Corporation (NasdaqGS:IBOC),NasdaqGS:IBOC,IBOC,International Bancshares Corporation,Banks (Regional),Financials,6020,United States,United States,United States
Associated Banc-Corp (NYSE:ASB),NYSE:ASB,ASB,Associated Banc-Corp,Banks (Regional),Financials,6020,United States,United States,United States
BancFirst Corporation (NasdaqGS:BANF),NasdaqGS:BANF,BANF,BancFirst Corporation,Banks (Regional),Financials,6020,United States,United States,United States
"Flagstar Financial, Inc. (NYSE:FLG)",NYSE:FLG,FLG,"Flagstar Financial, Inc.",Banks (Regional),Financials,6036,United States,United States,United States
"United Community Banks, Inc. (NYSE:UCB)",NYSE:UCB,UCB,"United Community Banks, Inc.",Banks (Regional),Financials,6020,United States,United States,United States
Atlantic Union Bankshares Corporation (NYSE:AUB),NYSE:AUB,AUB,Atlantic Union Bankshares Corporation,Banks (Regional),Financials,6020,United States,United States,United States
"Texas Capital Bancshares, Inc. (NasdaqGS:TCBI)",NasdaqGS:TCBI,TCBI,"Texas Capital Bancshares, Inc.",Banks (Regional),Financials,6020,United States,United States,United States
Fulton Financial Corporation (NasdaqGS:FULT),NasdaqGS:FULT,FULT,Fulton Financial Corporation,Banks (Regional),Financials,6020,United States,United States,United States
TFS Financial Corporation (NasdaqGS:TFSL),NasdaqGS:TFSL,TFSL,TFS Financial Corporation,Banks (Regional),Financials,6035,United States,United States,United States
"Eastern Bankshares, Inc. (NasdaqGS:EBC)",NasdaqGS:EBC,EBC,"Eastern Bankshares, Inc.",Banks (Regional),Financials,6020,United States,United States,United States
"First Interstate BancSystem, Inc. (NasdaqGS:FIBK)",NasdaqGS:FIBK,FIBK,"First Interstate BancSystem, Inc.",Banks (Regional),Financials,6020,United States,United States,United States
Cathay General Bancorp (NasdaqGS:CATY),NasdaqGS:CATY,CATY,Cathay General Bancorp,Banks (Regional),Financials,6020,United States,United States,United States
"First Hawaiian, Inc. (NasdaqGS:FHB)",NasdaqGS:FHB,FHB,"First Hawaiian, Inc.",Banks (Regional),Financials,6020,United States,United States,United States
"Community Financial System, Inc. (NYSE:CBU)",NYSE:CBU,CBU,"Community Financial System, Inc.",Banks (Regional),Financials,6020,United States,United States,United States
WSFS Financial Corporation (NasdaqGS:WSFS),NasdaqGS:WSFS,WSFS,WSFS Financial Corporation,Banks (Regional),Financials,6035,United States,United States,United States
First BanCorp. (NYSE:FBP),NYSE:FBP,FBP,First BanCorp.,Banks (Regional),Financials,6020,United States,United States,United States
CVB Financial Corp. (NasdaqGS:CVBF),NasdaqGS:CVBF,CVBF,CVB Financial Corp.,Banks (Regional),Financials,6020,United States,United States,United States
"BankUnited, Inc. (NYSE:BKU)",NYSE:BKU,BKU,"BankUnited, Inc.",Banks (Regional),Financials,6020,United States,United States,United States
Bank of Hawaii Corporation (NYSE:BOH),NYSE:BOH,BOH,Bank of Hawaii Corporation,Banks (Regional),Financials,6020,United States,United States,United States
Simmons First National Corporation (NasdaqGS:SFNC),NasdaqGS:SFNC,SFNC,Simmons First National Corporation,Banks (Regional),Financials,6020,United States,United States,United States
Park National Corporation (NYSEAM:PRK),NYSEAM:PRK,PRK,Park National Corporation,Banks (Regional),Financials,6020,United States,United States,United States
Independent Bank Corp. (NasdaqGS:INDB),NasdaqGS:INDB,INDB,Independent Bank Corp.,Banks (Regional),Financials,6020,United States,United States,United States
"Heartland Financial USA, Inc. (NasdaqGS:HTLF)",NasdaqGS:HTLF,HTLF,"Heartland Financial USA, Inc.",Banks (Regional),Financials,6020,United States,United States,United States
"WaFd, Inc. (NasdaqGS:WAFD)",NasdaqGS:WAFD,WAFD,"WaFd, Inc.",Banks (Regional),Financials,6020,United States,United States,United States
"Banc of California, Inc. (NYSE:BANC)",NYSE:BANC,BANC,"Banc of California, Inc.",Banks (Regional),Financials,6020,United States,United States,United States
First Financial Bancorp. (NasdaqGS:FFBC),NasdaqGS:FFBC,FFBC,First Financial Bancorp.,Banks (Regional),Financials,6020,United States,United States,United States
TowneBank (NasdaqGS:TOWN),NasdaqGS:TOWN,TOWN,TowneBank,Banks (Regional),Financials,6020,United States,United States,United States
"The Bancorp, Inc. (NasdaqGS:TBBK)",NasdaqGS:TBBK,TBBK,"The Bancorp, Inc.",Banks (Regional),Financials,6020,United States,United States,United States
"Independent Bank Group, Inc. (NasdaqGS:IBTX)",NasdaqGS:IBTX,IBTX,"Independent Bank Group, Inc.",Banks (Regional),Financials,6020,United States,United States,United States
"Provident Financial Services, Inc. (NYSE:PFS)",NYSE:PFS,PFS,"Provident Financial Services, Inc.",Banks (Regional),Financials,6036,United States,United States,United States
FB Financial Corporation (NYSE:FBK),NYSE:FBK,FBK,FB Financial Corporation,Banks (Regional),Financials,6020,United States,United States,United States
"Pacific Premier Bancorp, Inc. (NasdaqGS:PPBI)",NasdaqGS:PPBI,PPBI,"Pacific Premier Bancorp, Inc.",Banks (Regional),Financials,6020,United States,United States,United States
First Merchants Corporation (NasdaqGS:FRME),NasdaqGS:FRME,FRME,First Merchants Corporation,Banks (Regional),Financials,6020,United States,United States,United States
Seacoast Banking Corporation of Florida (NasdaqGS:SBCF),NasdaqGS:SBCF,SBCF,Seacoast Banking Corporation of Florida,Banks (Regional),Financials,6020,United States,United States,United States
Banner Corporation (NasdaqGS:BANR),NasdaqGS:BANR,BANR,Banner Corporation,Banks (Regional),Financials,6020,United States,United States,United States
Renasant Corporation (NYSE:RNST),NYSE:RNST,RNST,Renasant Corporation,Banks (Regional),Financials,6020,United States,United States,United States
NBT Bancorp Inc. (NasdaqGS:NBTB),NasdaqGS:NBTB,NBTB,NBT Bancorp Inc.,Banks (Regional),Financials,6020,United States,United States,United States
"WesBanco, Inc. (NasdaqGS:WSBC)",NasdaqGS:WSBC,WSBC,"WesBanco, Inc.",Banks (Regional),Financials,6020,United States,United States,United States
Trustmark Corporation (NasdaqGS:TRMK),NasdaqGS:TRMK,TRMK,Trustmark Corporation,Banks (Regional),Financials,6020,United States,United States,United States
"Triumph Financial, Inc. (NasdaqGS:TFIN)",NasdaqGS:TFIN,TFIN,"Triumph Financial, Inc.",Banks (Regional),Financials,6036,United States,United States,United States
"Stock Yards Bancorp, Inc. (NasdaqGS:SYBT)",NasdaqGS:SYBT,SYBT,"Stock Yards Bancorp, Inc.",Banks (Regional),Financials,6020,United States,United States,United States
Enterprise Financial Services Corp (NasdaqGS:EFSC),NasdaqGS:EFSC,EFSC,Enterprise Financial Services Corp,Banks (Regional),Financials,6020,United States,United States,United States
OFG Bancorp (NYSE:OFG),NYSE:OFG,OFG,OFG Bancorp,Banks (Regional),Financials,6020,United States,United States,United States
Hilltop Holdings Inc. (NYSE:HTH),NYSE:HTH,HTH,Hilltop Holdings Inc.,Banks (Regional),Financials,0,United States,United States,United States
First Bancorp (NasdaqGS:FBNC),NasdaqGS:FBNC,FBNC,First Bancorp,Banks (Regional),Financials,6020,United States,United States,United States
"Live Oak Bancshares, Inc. (NYSE:LOB)",NYSE:LOB,LOB,"Live Oak Bancshares, Inc.",Banks (Regional),Financials,6020,United States,United States,United States
"Pathward Financial, Inc. (NasdaqGS:CASH)",NasdaqGS:CASH,CASH,"Pathward Financial, Inc.",Banks (Regional),Financials,6020,United States,United States,United States
Lakeland Financial Corporation (NasdaqGS:LKFN),NasdaqGS:LKFN,LKFN,Lakeland Financial Corporation,Banks (Regional),Financials,6020,United States,United States,United States
City Holding Company (NasdaqGS:CHCO),NasdaqGS:CHCO,CHCO,City Holding Company,Banks (Regional),Financials,6020,United States,United States,United States
First Commonwealth Financial Corporation (NYSE:FCF),NYSE:FCF,FCF,First Commonwealth Financial Corporation,Banks (Regional),Financials,6020,United States,United States,United States
"Northwest Bancshares, Inc. (NasdaqGS:NWBI)",NasdaqGS:NWBI,NWBI,"Northwest Bancshares, Inc.",Banks (Regional),Financials,6036,United States,United States,United States
"Columbia Financial, Inc. (NasdaqGS:CLBK)",NasdaqGS:CLBK,CLBK,"Columbia Financial, Inc.",Banks (Regional),Financials,6035,United States,United States,United States
National Bank Holdings Corporation (NYSE:NBHC),NYSE:NBHC,NBHC,National Bank Holdings Corporation,Banks (Regional),Financials,6020,United States,United States,United States
"Nicolet Bankshares, Inc. (NYSE:NIC)",NYSE:NIC,NIC,"Nicolet Bankshares, Inc.",Banks (Regional),Financials,6020,United States,United States,United States
"Customers Bancorp, Inc. (NYSE:CUBI)",NYSE:CUBI,CUBI,"Customers Bancorp, Inc.",Banks (Regional),Financials,6020,United States,United States,United States
"Sandy Spring Bancorp, Inc. (NasdaqGS:SASR)",NasdaqGS:SASR,SASR,"Sandy Spring Bancorp, Inc.",Banks (Regional),Financials,6020,United States,United States,United States
"Stellar Bancorp, Inc. (NYSE:STEL)",NYSE:STEL,STEL,"Stellar Bancorp, Inc.",Banks (Regional),Financials,6020,United States,United States,United States
"Hope Bancorp, Inc. (NasdaqGS:HOPE)",NasdaqGS:HOPE,HOPE,"Hope Bancorp, Inc.",Banks (Regional),Financials,6020,United States,United States,United States
"Veritex Holdings, Inc. (NasdaqGM:VBTX)",NasdaqGM:VBTX,VBTX,"Veritex Holdings, Inc.",Banks (Regional),Financials,6020,United States,United States,United States
"S&T Bancorp, Inc. (NasdaqGS:STBA)",NasdaqGS:STBA,STBA,"S&T Bancorp, Inc.",Banks (Regional),Financials,6020,United States,United States,United States
TriCo Bancshares (NasdaqGS:TCBK),NasdaqGS:TCBK,TCBK,TriCo Bancshares,Banks (Regional),Financials,6020,United States,United States,United States
1st Source Corporation (NasdaqGS:SRCE),NasdaqGS:SRCE,SRCE,1st Source Corporation,Banks (Regional),Financials,6020,United States,United States,United States
Westamerica Bancorporation (NasdaqGS:WABC),NasdaqGS:WABC,WABC,Westamerica Bancorporation,Banks (Regional),Financials,6020,United States,United States,United States
"QCR Holdings, Inc. (NasdaqGM:QCRH)",NasdaqGM:QCRH,QCRH,"QCR Holdings, Inc.",Banks (Regional),Financials,6020,United States,United States,United States
"Republic Bancorp, Inc. (NasdaqGS:RBCA.A)",NasdaqGS:RBCA.A,RBCA.A,"Republic Bancorp, Inc.",Banks (Regional),Financials,6020,United States,United States,United States
"Dime Community Bancshares, Inc. (NasdaqGS:DCOM)",NasdaqGS:DCOM,DCOM,"Dime Community Bancshares, Inc.",Banks (Regional),Financials,6020,United States,United States,United States
First Busey Corporation (NasdaqGS:BUSE),NasdaqGS:BUSE,BUSE,First Busey Corporation,Banks (Regional),Financials,6020,United States,United States,United States
"Byline Bancorp, Inc. (NYSE:BY)",NYSE:BY,BY,"Byline Bancorp, Inc.",Banks (Regional),Financials,6020,United States,United States,United States
"Berkshire Hills Bancorp, Inc. (NYSE:BHLB)",NYSE:BHLB,BHLB,"Berkshire Hills Bancorp, Inc.",Banks (Regional),Financials,6020,United States,United States,United States
"German American Bancorp, Inc. (NasdaqGS:GABC)",NasdaqGS:GABC,GABC,"German American Bancorp, Inc.",Banks (Regional),Financials,6020,United States,United States,United States
